INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,HANDLING UNIT ID,GEO_LOCATION,HANDLING UNIT NAME,APPROX_LATITUDE,APPROX_LONGITUDE,Zip Codes,2011 Supervisorial District Boundaries (Official)
1001037,HIT SHOOTING INCIDENT,2/13/2017 14:45,"7300 VAN NUYS BLVD.,",VAN NUYS,CA,91405,6884,TBN,"7300 VAN NUYS BLVD.,
VAN NUYS, CA 91405
(34.204816, -118.448737)",TRANSIT BUREAU NORTH,34.204816,-118.448737,19733,3
1001038,ANIMAL SHOOTING INCIDENT,2/17/2017 11:30,800 E. LANGHORN STREET,LANCASTER,CA,93535,1100,LCS,"800 E. LANGHORN STREET
LANCASTER, CA 93535
(34.698846, -118.11566)",LANCASTER STN,34.698846,-118.11566,26966,5
1001076,HIT SHOOTING INCIDENT,3/7/2017 23:05,5000 WEST SLAUSON AVENUE,LOS ANGELES,CA,90056,2767,MAR,"5000 WEST SLAUSON AVENUE
LOS ANGELES, CA 90056
(33.987686, -118.36568)",MARINA DEL REY STN,33.987686,-118.36568,24351,2
1001096,WARNING SHOT INCIDENT,3/11/2017 11:12,13100 E. AVENUE R-6,LITTLEROCK,CA,93543,2663,PLM,"13100 E. AVENUE R-6
LITTLEROCK, CA 93543
(34.567335, -117.925342)",PALMDALE STN,34.567335,-117.925342,27318,5
1000131,ANIMAL SHOOTING INCIDENT,6/27/2013 7:30,1200 E. GLENCOE STREET,COMPTON,CA,90221,2844,COP,"1200 E. GLENCOE STREET
COMPTON, CA 90221
(33.88216, -118.209067)",COPS BUREAU,33.88216,-118.209067,24350,2
1000687,HIT SHOOTING INCIDENT,2/24/2016 17:14,10900 ALONDRA BOULEVARD,NORWALK,CA,90650,2310,CER,"10900 ALONDRA BOULEVARD
NORWALK, CA 90650
(33.887057, -118.100431)",CERRITOS STN,33.887057,-118.100431,26324,4
1000095,ANIMAL SHOOTING INCIDENT,7/31/2012 11:15,1500 W. 87TH STREET,LOS ANGELES,CA,90047,3661,NARCO,"1500 W. 87TH STREET
LOS ANGELES, CA 90047
(33.959012, -118.302475)",NARCOTICS BUREAU,33.959012,-118.302475,23678,2
1000338,HIT SHOOTING INCIDENT,2/5/2011 21:56,3200 THOMAS AVENUE,PALMDALE,CA,93550,2603,PLM,"3200 THOMAS AVENUE
PALMDALE, CA 93550
(34.550873, -118.071451)",PALMDALE STN,34.550873,-118.071451,27323,5
1000072,ANIMAL SHOOTING INCIDENT,12/14/2011 11:23,15500 FAYSMITH AVENUE,GARDENA,CA,90249,388,SLA,"15500 FAYSMITH AVENUE
GARDENA, CA 90249
(33.890283, -118.331553)",SOUTH LOS ANGELES STATION,33.890283,-118.331553,24686,2
1000251,UNINTENTIONAL DISCHARGE INCIDENT,8/23/2014 21:10,400 CADBROOK DRIVE,LA PUENTE,CA,91744,1431,IDT,"400 CADBROOK DRIVE
LA PUENTE, CA 91744
(34.033092, -117.962448)",INDUSTRY STN,34.033092,-117.962448,9324,1
1000683,HIT SHOOTING INCIDENT,2/11/2016 18:42,2800 LA VIDA DRIVE,LANCASTER,CA,93535,1137,LCS,"2800 LA VIDA DRIVE
LANCASTER, CA 93535
(34.682284, -118.079249)",LANCASTER STN,34.682284,-118.079249,26966,5
1000149,ANIMAL SHOOTING INCIDENT,9/15/2014 13:00,5200 CHESEBRO ROAD,AGOURA HILLS,CA,91301,2223,LHS,"5200 CHESEBRO ROAD
AGOURA HILLS, CA 91301
(34.143603, -118.740598)",LOS HILLS STATION,34.143603,-118.740598,4276,3
1000380,NON-HIT SHOOTING INCIDENT,2/3/2012 19:10,100 EAST CEDAR STREET,COMPTON,CA,90220,2822,COM,"100 EAST CEDAR STREET
COMPTON, CA 90220
(33.901344, -118.224241)",COMPTON STN,33.901344,-118.224241,24349,2
1000177,ANIMAL SHOOTING INCIDENT,8/6/2014 6:05,12300 224TH STREET,HAWAIIAN GARDENS,CA,90716,1351,LKD,"12300 224TH STREET
HAWAIIAN GARDENS, CA 90716
(33.825483, -118.069783)",LAKEWOOD STN,33.825483,-118.069783,3334,4
1000530,HIT SHOOTING INCIDENT,7/3/2015 23:30,3100 W. AVENUE K-4,LANCASTER,CA,93536,1192,OSS,"3100 W. AVENUE K-4
LANCASTER, CA 93536
(34.733112, -118.182423)",OPERATION SAFE STREETS BUREAU,34.733112,-118.182423,26967,5
1000482,HIT SHOOTING INCIDENT,4/13/2014 16:05,3400 MARTIN LUTHER KING JR. BOULEVARD,LYNWOOD,CA,90262,2112,CEN,"3400 MARTIN LUTHER KING JR. BOULEVARD
LYNWOOD, CA 90262
(33.936467, -118.209777)",CENTURY STN,33.936467,-118.209777,24691,2
1000029,ANIMAL SHOOTING INCIDENT,6/15/2010 19:30,2200 CYPRESS STREET,LANCASTER,CA,93535,1137,LCS,"2200 CYPRESS STREET
LANCASTER, CA 93535
(34.690242, -118.090232)",LANCASTER STN,34.690242,-118.090232,26966,5
1000157,ANIMAL SHOOTING INCIDENT,1/31/2015 9:35,37700 MEDEA COURT,PALMDALE,CA,93550,2608,PLM,"37700 MEDEA COURT
PALMDALE, CA 93550
(34.567472, -118.059729)",PALMDALE STN,34.567472,-118.059729,27323,5
1000487,HIT SHOOTING INCIDENT,5/24/2014 1:50,8400 SUNSET BLVD,WEST HOLLYWOOD,CA,90069,987,WHD,"8400 SUNSET BLVD
WEST HOLLYWOOD, CA 90069
(34.095248, -118.372652)",WEST HOLLYWOOD STN,34.095248,-118.372652,24034,3
1000214,UNINTENTIONAL DISCHARGE INCIDENT,9/18/2012 5:45,14300 SYLVAN STREET,VAN NUYS,CA,91401,2199,SEB,"14300 SYLVAN STREET
VAN NUYS, CA 91401
(34.184662, -118.444354)",SPECIAL ENFORCEMENT BUR,34.184662,-118.444354,19729,3
1000093,ANIMAL SHOOTING INCIDENT,7/19/2012 22:30,4800 W. AVENUE L 13,QUARTZ HILL,CA,93536,1182,LCS,"4800 W. AVENUE L 13
QUARTZ HILL, CA 93536
(34.660238, -118.217109)",LANCASTER STN,34.660238,-118.217109,26967,5
1000514,NON-HIT SHOOTING INCIDENT,2/12/2015 0:23,2000 EL MOLINO AVENUE,ALTADENA,CA,91001,774,ALD,"2000 EL MOLINO AVENUE
ALTADENA, CA 91001
(34.180031, -118.13645)",ALTADENA STN,34.180031,-118.13645,2443,5
1000133,ANIMAL SHOOTING INCIDENT,7/28/2013 12:15,2100 E. SAN VINCENTE STREET,COMPTON,CA,90221,2826,COM,"2100 E. SAN VINCENTE STREET
COMPTON, CA 90221
(33.899398, -118.200512)",COMPTON STN,33.899398,-118.200512,24350,2
1000416,NON-HIT SHOOTING INCIDENT,8/31/2012 23:33,800 WEST MAPLE STREET,COMPTON,CA,90220,2811,COM,"800 WEST MAPLE STREET
COMPTON, CA 90220
(33.901986, -118.238676)",COMPTON STN,33.901986,-118.238676,24349,2
1000179,ANIMAL SHOOTING INCIDENT,5/19/2015 6:25,1400 W. 55TH STREET,LOS ANGELES,CA,90062,2842,OSS,"1400 W. 55TH STREET
LOS ANGELES, CA 90062
(33.992337, -118.300189)",OPERATION SAFE STREETS BUREAU,33.992337,-118.300189,23668,2
1001342,HIT SHOOTING INCIDENT,12/10/2017 21:26,11900 DROXFORD STREET,ARTESIA,CA,90701,1349,LKD,"11900 DROXFORD STREET
ARTESIA, CA 90701
(33.862836, -118.076735)",LAKEWOOD STN,33.862836,-118.076735,26323,4
1001341,NON-HIT SHOOTING INCIDENT,12/6/2017 2:14,109th Place / Avalon Boulevard,LOS ANGELES,CA,90061,2199,CEN,"109th Place / Avalon Boulevard
LOS ANGELES, CA 90061
(33.938318, -118.265225)",CENTURY STN,33.938318,-118.265225,24355,2
1001361,UNINTENTIONAL DISCHARGE INCIDENT,1/2/2018 8:55,700 NORTH ROSE AVENUE,COMPTON,CA,90220,2822,COM,"700 NORTH ROSE AVENUE
COMPTON, CA 90220
(33.903334, -118.219437)",COMPTON STN,33.903334,-118.219437,24350,2
1000202,UNINTENTIONAL DISCHARGE INCIDENT,5/23/2011 20:05,700 N. SAN VICENTE BOULEVARD,WEST HOLLYWOOD,CA,90069,972,WHD,"700 N. SAN VICENTE BOULEVARD
WEST HOLLYWOOD, CA 90069
(34.083072, -118.3838)",WEST HOLLYWOOD STN,34.083072,-118.3838,24034,3
1000510,HIT SHOOTING INCIDENT,12/31/2014 17:00,100 WEST COMPTON BLVD,COMPTON,CA,90220,2814,COM,"100 WEST COMPTON BLVD
COMPTON, CA 90220
(33.895891, -118.224837)",COMPTON STN,33.895891,-118.224837,24349,2
1000135,ANIMAL SHOOTING INCIDENT,8/12/2013 11:54,38500 MALBY AVENUE,PALMDALE,CA,93550,2663,PLM,"38500 MALBY AVENUE
PALMDALE, CA 93550
(34.583381, -118.090535)",PALMDALE STN,34.583381,-118.090535,27323,5
1000039,ANIMAL SHOOTING INCIDENT,9/28/2010 14:20,16500 LOS ALIMOS STREET,GRANADA HILLS,CA,91344,3661,TSB,"16500 LOS ALIMOS STREET
GRANADA HILLS, CA 91344
(34.265607, -118.491031)",TRANSIT SERVICES BUREAU,34.265607,-118.491031,19329,5
1000011,ANIMAL SHOOTING INCIDENT,4/15/2011 22:00,44600 OVERLAND DRIVE,LANCASTER,CA,93536,1127,LCS,"44600 OVERLAND DRIVE
LANCASTER, CA 93536
(34.693576, -118.179303)",LANCASTER STN,34.693576,-118.179303,26967,5
1000406,HIT SHOOTING INCIDENT,6/21/2012 12:00,11500 ATLANTIC BLVD,LYNWOOD,CA,90262,2114,CEN,"11500 ATLANTIC BLVD
LYNWOOD, CA 90262
(33.920226, -118.187786)",CENTURY STN,33.920226,-118.187786,24691,2
1000446,HIT SHOOTING INCIDENT,6/21/2013 21:26,1300 102ND STREET,LOS ANGELES,CA,90044,372,SLA,"1300 102ND STREET
LOS ANGELES, CA 90044
(33.944089, -118.298492)",SOUTH LOS ANGELES STATION,33.944089,-118.298492,23675,2
1000124,ANIMAL SHOOTING INCIDENT,4/12/2013 21:45,5400 OLIVA AVENUE,LAKEWOOD,CA,90712,1320,LKD,"5400 OLIVA AVENUE
LAKEWOOD, CA 90712
(33.855115, -118.144421)",LAKEWOOD STN,33.855115,-118.144421,2980,4
1000140,ANIMAL SHOOTING INCIDENT,12/6/2013 6:00,44200 CEDAR AVENUE,LANCASTER,CA,93534,1123,OSS,"44200 CEDAR AVENUE
LANCASTER, CA 93534
(34.686158, -118.13813)",OPERATION SAFE STREETS BUREAU,34.686158,-118.13813,26965,5
1000097,ANIMAL SHOOTING INCIDENT,8/20/2012 21:25,800 TAMAR DRIVE,LA PUENTE,CA,91746,1430,IDT,"800 TAMAR DRIVE
LA PUENTE, CA 91746
(34.049781, -117.974107)",INDUSTRY STN,34.049781,-117.974107,9327,1
1000047,ANIMAL SHOOTING INCIDENT,1/12/2010 10:50,1700 KWIS AVENUE,CITY OF INDUSTRY,CA,91744,1476,IDT,"1700 KWIS AVENUE
CITY OF INDUSTRY, CA 91744
(34.003322, -117.97273)",INDUSTRY STN,34.003322,-117.97273,9325,4
1000507,HIT SHOOTING INCIDENT,11/30/2014 1:00,23900 MARBELLA AVE.,CARSON,CA,90745,1624,CSN,"23900 MARBELLA AVE.
CARSON, CA 90745
(33.808013, -118.270683)",CARSON STN,33.808013,-118.270683,3354,2
1000234,UNINTENTIONAL DISCHARGE INCIDENT,10/9/2013 0:20,700 W. POPLAR STREET,COMPTON,CA,90220,2814,COM,"700 W. POPLAR STREET
COMPTON, CA 90220
(33.900019, -118.236026)",COMPTON STN,33.900019,-118.236026,24349,2
1000658,UNINTENTIONAL DISCHARGE INCIDENT,12/22/2015 2:00,2400 E. 114TH ST.,LOS ANGELES,CA,90059,2135,CEN,"2400 E. 114TH ST.
LOS ANGELES, CA 90059
(33.931361, -118.229804)",CENTURY STN,33.931361,-118.229804,24354,2
1000008,ANIMAL SHOOTING INCIDENT,12/22/2012 16:00,1200 CAPERTON STREET,LANCASTER,CA,93535,1135,LCS,"1200 CAPERTON STREET
LANCASTER, CA 93535
(34.691361, -118.107777)",LANCASTER STN,34.691361,-118.107777,26966,5
1000036,ANIMAL SHOOTING INCIDENT,8/29/2010 11:00,2200 WALTER STREET,HUNTINGTON PARK,CA,90255,2178,CEN,"2200 WALTER STREET
HUNTINGTON PARK, CA 90255
(33.969589, -118.231731)",CENTURY STN,33.969589,-118.231731,24689,2
1000315,NON-HIT SHOOTING INCIDENT,10/3/2010 1:13,8200 SANTA MONICA BOULEVARD,WEST HOLLYWOOD,CA,90046,975,WHD,"8200 SANTA MONICA BOULEVARD
WEST HOLLYWOOD, CA 90046
(34.09075, -118.367162)",WEST HOLLYWOOD STN,34.09075,-118.367162,23677,3
1000049,ANIMAL SHOOTING INCIDENT,10/25/2010 11:10,11800 RAYMOND AVENUE,LOS ANGELES,CA,90044,371,SLA,"11800 RAYMOND AVENUE
LOS ANGELES, CA 90044
(33.925707, -118.300331)",SOUTH LOS ANGELES STATION,33.925707,-118.300331,23675,2
1000294,NON-HIT SHOOTING INCIDENT,4/2/2010 21:50,800 S. MAYO STREET,COMPTON,CA,90221,2843,OSS,"800 S. MAYO STREET
COMPTON, CA 90221
(33.889609, -118.212193)",OPERATION SAFE STREETS BUREAU,33.889609,-118.212193,24350,2
1001362,NON-HIT SHOOTING INCIDENT,12/30/2017 23:05,8000 COMPTON AVENUE,LOS ANGELES,CA,90001,2174,CEN,"8000 COMPTON AVENUE
LOS ANGELES, CA 90001
(33.963318, -118.24769)",CENTURY STN,33.963318,-118.24769,22350,2
1000347,HIT SHOOTING INCIDENT,3/26/2011 1:55,200 SOUTH ROSEMEAD BOULEVARD,PASADENA,CA,91107,590,TEM,"200 SOUTH ROSEMEAD BOULEVARD
PASADENA, CA 91107
(34.142774, -118.073242)",TEMPLE CITY STN,34.142774,-118.073242,3236,5
1000378,NON-HIT SHOOTING INCIDENT,1/28/2012 8:26,10800 DALEROSE AVENUE,LENNOX,CA,90304,382,SLA,"10800 DALEROSE AVENUE
LENNOX, CA 90304
(33.937831, -118.360227)",SOUTH LOS ANGELES STATION,33.937831,-118.360227,25424,2
1000652,HIT SHOOTING INCIDENT,9/28/2015 15:53,1100 S. ATLANTIC DRIVE,COMPTON,CA,90220,2847,COM,"1100 S. ATLANTIC DRIVE
COMPTON, CA 90220
(33.886496, -118.19772)",COMPTON STN,33.886496,-118.19772,24350,2
1000575,UNINTENTIONAL DISCHARGE INCIDENT,9/2/2015 15:00,32100 CASTAIC LAKE DRIVE,CASTAIC,CA,91384,8300,PKB,"32100 CASTAIC LAKE DRIVE
CASTAIC, CA 91384
(34.502072, -118.616711)",PARKS BUREAU,34.502072,-118.616711,19353,5
1000265,UNINTENTIONAL DISCHARGE INCIDENT,11/22/2014 21:55,100 N. HUDSON AVENUE,CITY OF INDUSTRY,CA,91744,1414,IDT,"100 N. HUDSON AVENUE
CITY OF INDUSTRY, CA 91744
(34.024565, -117.959871)",INDUSTRY STN,34.024565,-117.959871,9324,1
1001381,NON-HIT SHOOTING INCIDENT,1/16/2018 16:54,1100 LONG BEACH BOULEVARD,COMPTON,CA,90221,2846,COM,"1100 LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.88488, -118.205968)",COMPTON STN,33.88488,-118.205968,24350,2
1000215,UNINTENTIONAL DISCHARGE INCIDENT,9/28/2012 16:40,200 S. WALNUT AVENUE,SAN DIMAS,CA,91773,815,SDM,"200 S. WALNUT AVENUE
SAN DIMAS, CA 91773
(34.105197, -117.802773)",SAN DIMAS STN,34.105197,-117.802773,10134,5
1000101,ANIMAL SHOOTING INCIDENT,10/4/2012 8:10,7600 MANZANAR AVENUE,PICO RIVERA,CA,90660,1516,COP,"7600 MANZANAR AVENUE
PICO RIVERA, CA 90660
(33.97467, -118.104941)",COPS BUREAU,33.97467,-118.104941,25735,1
1000162,ANIMAL SHOOTING INCIDENT,5/30/2015 20:25,15600 S. FRAILEY AVENUE,EAST RANCHO DOMINGUEZ,CA,90221,2852,COM,"15600 S. FRAILEY AVENUE
EAST RANCHO DOMINGUEZ, CA 90221
(33.891571, -118.190918)",COMPTON STN,33.891571,-118.190918,24350,2
1000292,HIT SHOOTING INCIDENT,3/9/2010 11:32,6300 BEAR AVENUE,BELL GARDENS,CA,90201,3199,SEB,"6300 BEAR AVENUE
BELL GARDENS, CA 90201
(33.980614, -118.197058)",SPECIAL ENFORCEMENT BUR,33.980614,-118.197058,24345,1
1000052,ANIMAL SHOOTING INCIDENT,12/15/2010 4:30,700 E. PINE STREET,COMPTON,CA,90221,2823,COM,"700 E. PINE STREET
COMPTON, CA 90221
(33.911513, -118.215833)",COMPTON STN,33.911513,-118.215833,24350,2
1000443,HIT SHOOTING INCIDENT,4/9/2013 1:49,4000 AGNES AVENUE,LYNWOOD,CA,90262,2117,CEN,"4000 AGNES AVENUE
LYNWOOD, CA 90262
(33.916646, -118.199703)",CENTURY STN,33.916646,-118.199703,24691,2
1000483,HIT SHOOTING INCIDENT,4/7/2014 21:29,900 PALM AVENUE,WEST HOLLYWOOD,CA,90069,977,WHD,"900 PALM AVENUE
WEST HOLLYWOOD, CA 90069
(34.087659, -118.382901)",WEST HOLLYWOOD STN,34.087659,-118.382901,24034,3
1000016,ANIMAL SHOOTING INCIDENT,1/14/2010 11:40,9200 CALIFORNIA AVENUE,SOUTH GATE,CA,90280,2199,CEN,"9200 CALIFORNIA AVENUE
SOUTH GATE, CA 90280
(33.950842, -118.20658)",CENTURY STN,33.950842,-118.20658,25071,1
1000362,HIT SHOOTING INCIDENT,10/5/2011 22:50,12900 GLENDA STREET,CERRITOS,CA,90703,2316,CSN,"12900 GLENDA STREET
CERRITOS, CA 90703
(33.872686, -118.057597)",CARSON STN,33.872686,-118.057597,26324,4
1000142,ANIMAL SHOOTING INCIDENT,12/30/2013 21:15,200 CALLE LUNA,WALNUT,CA,91789,2917,WAL,"200 CALLE LUNA
WALNUT, CA 91789
(34.014061, -117.875829)",WALNUT/SAN DIMAS STN,34.014061,-117.875829,10145,1
1000345,HIT SHOOTING INCIDENT,3/10/2011 20:35,3300 FAIRMAN ST,LAKEWOOD,CA,90723,1323,LKD,"3300 FAIRMAN ST
LAKEWOOD, CA 90723
(33.841764, -118.153149)",LAKEWOOD STN,33.841764,-118.153149,2980,4
1000304,HIT SHOOTING INCIDENT,6/9/2010 1:59,1800 MORNINGSIDE COURT,AZUSA,CA,91702,3199,WHD,"1800 MORNINGSIDE COURT
AZUSA, CA 91702
(34.15647, -117.910953)",WEST HOLLYWOOD STN,34.15647,-117.910953,8894,1
1000060,ANIMAL SHOOTING INCIDENT,6/30/2011 8:05,41000 178TH STREET W.,LAKE LOS ANGELES,CA,93535,1197,LCS,"41000 178TH STREET W.
LAKE LOS ANGELES, CA 93535
(34.627395, -117.812757)",LANCASTER STN,34.627395,-117.812757,26966,5
1000213,UNINTENTIONAL DISCHARGE INCIDENT,8/20/2012 17:50,500 MAPLE AVENUE,LOS ANGELES,CA,90012,8693,CSB,"500 MAPLE AVENUE
LOS ANGELES, CA 90012
(34.0454, -118.246558)",COUNTY SERVICES BUREAU,34.0454,-118.246558,23074,2
1000109,ANIMAL SHOOTING INCIDENT,11/28/2012 5:50,3000 E. AVENUE K-4,LANCASTER,CA,93535,1137,LCS,"3000 E. AVENUE K-4
LANCASTER, CA 93535
(34.671598, -118.076813)",LANCASTER STN,34.671598,-118.076813,26966,5
1000086,ANIMAL SHOOTING INCIDENT,6/1/2012 7:15,4200 STEWART AVENUE,BALDWIN PARK,CA,91706,1510,PRV,"4200 STEWART AVENUE
BALDWIN PARK, CA 91706
(34.08862, -117.969192)",PICO RIVERA STN,34.08862,-117.969192,8895,1
1000247,UNINTENTIONAL DISCHARGE INCIDENT,5/20/2014 20:00,9400 PENFIELD AVENUE,CHATSWORTH,CA,91311,4400,SSB,"9400 PENFIELD AVENUE
CHATSWORTH, CA 91311
(34.240555, -118.569637)",SAFE STREET BUREAU,34.240555,-118.569637,4284,5
1000494,HIT SHOOTING INCIDENT,8/9/2014 4:12,GRAND AVENUE AND PACIFIC BOULEVARD,WALNUT PARK,CA,90255,6835,TBS,"GRAND AVENUE AND PACIFIC BOULEVARD
WALNUT PARK, CA 90255
(33.969153, -118.225208)",TRANSIT BUREAU SOUTH,33.969153,-118.225208,24689,1
1000261,UNINTENTIONAL DISCHARGE INCIDENT,10/16/2014 3:45,6200 WINNETKA AVENUE,WOODLAND HILLS,CA,91371,8751,CSD,"6200 WINNETKA AVENUE
WOODLAND HILLS, CA 91371
(34.182957, -118.570951)",COURT SERVICES DIV HQ,34.182957,-118.570951,19347,3
1000042,ANIMAL SHOOTING INCIDENT,10/21/2010 11:20,15300 S. BUTLER AVENUE,COMPTON,CA,90221,2852,COM,"15300 S. BUTLER AVENUE
COMPTON, CA 90221
(33.894307, -118.197303)",COMPTON STN,33.894307,-118.197303,24350,2
1000374,HIT SHOOTING INCIDENT,1/5/2012 14:47,8100 CENTURY BLVD,PARAMOUNT,CA,90723,1365,LKD,"8100 CENTURY BLVD
PARAMOUNT, CA 90723
(33.909396, -118.158242)",LAKEWOOD STN,33.909396,-118.158242,3339,4
1000057,ANIMAL SHOOTING INCIDENT,6/11/2011 17:34,37400 77TH STREET E.,LITTLEROCK,CA,93536,2660,LCS,"37400 77TH STREET E.
LITTLEROCK, CA 93536
(34.535551, -117.992571)",LANCASTER STN,34.535551,-117.992571,27318,5
1000085,ANIMAL SHOOTING INCIDENT,5/26/2012 15:30,SAN FRANCISQUITO ROAD,GREEN VALLEY,CA,91390,2655,PKB,"SAN FRANCISQUITO ROAD
GREEN VALLEY, CA 91390
(34.626461, -118.408021)",PARKS BUREAU,34.626461,-118.408021,19727,5
1000058,ANIMAL SHOOTING INCIDENT,6/13/2011 9:50,1400 W. 154TH STREET,COMPTON,CA,90220,2832,COM,"1400 W. 154TH STREET
COMPTON, CA 90220
(33.892868, -118.246119)",COMPTON STN,33.892868,-118.246119,24349,2
1000387,HIT SHOOTING INCIDENT,3/4/2012 0:27,100 144TH STREET AND CENTRAL AVENUE,COMPTON,CA,90220,2199,CEN,"100 144TH STREET AND CENTRAL AVENUE
COMPTON, CA 90220
(33.901696, -118.253296)",CENTURY STN,33.901696,-118.253296,24349,2
1000021,ANIMAL SHOOTING INCIDENT,4/28/2010 8:45,6900 RIVERRUN COURT,MIRA LOMA,CA,91752,599,TEM,"6900 RIVERRUN COURT
MIRA LOMA, CA 91752
(33.962638, -117.549838)",TEMPLE CITY STN,33.962638,-117.549838,9727,
1000006,ANIMAL SHOOTING INCIDENT,11/16/2010 12:54,3200 CABANA LANE,LANCASTER,CA,93536,1192,LCS,"3200 CABANA LANE
LANCASTER, CA 93536
(34.670523, -118.188021)",LANCASTER STN,34.670523,-118.188021,26967,5
1000023,ANIMAL SHOOTING INCIDENT,5/18/2010 8:04,26100 ROYMER DRIVE,CALABASAS,CA,91302,2243,LHS,"26100 ROYMER DRIVE
CALABASAS, CA 91302
(34.15714, -118.694553)",LOS HILLS STATION,34.15714,-118.694553,4277,3
1000343,NON-HIT SHOOTING INCIDENT,3/1/2011 12:50,CITRUS AVENUE AND VALLEY BLVD,FONTANA,CA,92335,3499,MCB,"CITRUS AVENUE AND VALLEY BLVD
FONTANA, CA 92335
(34.070328, -117.453668)",MAJOR CRIMES BUREAU,34.070328,-117.453668,19216,
1000677,HIT SHOOTING INCIDENT,1/4/2016 21:00,15800 S. TARRANT AVENUE,COMPTON,CA,90220,2873,COM,"15800 S. TARRANT AVENUE
COMPTON, CA 90220
(33.887127, -118.262318)",COMPTON STN,33.887127,-118.262318,24349,2
1000420,HIT SHOOTING INCIDENT,10/18/2012 1:04,500 E. HARDY STREET,INGLEWOOD,CA,90301,399,SLA,"500 E. HARDY STREET
INGLEWOOD, CA 90301
(33.949088, -118.349176)",SOUTH LOS ANGELES STATION,33.949088,-118.349176,25421,2
1000373,HIT SHOOTING INCIDENT,1/4/2012 15:28,9300 E. VALLEY BLVD,ROSEMEAD,CA,91770,530,TEM,"9300 E. VALLEY BLVD
ROSEMEAD, CA 91770
(34.081073, -118.066791)",TEMPLE CITY STN,34.081073,-118.066791,10133,1
1000377,NON-HIT SHOOTING INCIDENT,1/25/2012 17:35,400 WEST SPRUCE STREET,COMPTON,CA,90220,2814,COM,"400 WEST SPRUCE STREET
COMPTON, CA 90220
(33.902653, -118.230139)",COMPTON STN,33.902653,-118.230139,24349,2
1000159,ANIMAL SHOOTING INCIDENT,2/13/2015 8:29,223RD STREET AND ALAMEDA STREET,CARSON,CA,90810,626,CSN,"223RD STREET AND ALAMEDA STREET
CARSON, CA 90810
(33.824521, -118.228604)",CARSON STATION,33.824521,-118.228604,4023,2
1001383,UNINTENTIONAL DISCHARGE INCIDENT,1/21/2018 6:27,14900 STANFORD AVENUE,COMPTON,CA,90220,,CEN,"14900 STANFORD AVENUE
COMPTON, CA 90220
(33.916235, -118.262522)",CENTURY STN,33.916235,-118.262522,24354,2
1000411,HIT SHOOTING INCIDENT,8/3/2012 18:00,38500 LARKIN AVENUE,PALMDALE,CA,93550,2611,PLM,"38500 LARKIN AVENUE
PALMDALE, CA 93550
(34.582596, -118.121879)",PALMDALE STN,34.582596,-118.121879,27323,5
1000123,ANIMAL SHOOTING INCIDENT,4/6/2013 22:45,800 W. 104TH STREET,LOS ANGELES,CA,90044,399,OSS,"800 W. 104TH STREET
LOS ANGELES, CA 90044
(33.942325, -118.28958)",OPERATION SAFE STREETS BUREAU,33.942325,-118.28958,23675,2
1000384,HIT SHOOTING INCIDENT,2/22/2012 21:38,6500 ROSEMEAD BLVD,PICO RIVERA,CA,90660,1515,PRV,"6500 ROSEMEAD BLVD
PICO RIVERA, CA 90660
(33.986923, -118.094032)",PICO RIVERA STN,33.986923,-118.094032,25735,1
1000523,HIT SHOOTING INCIDENT,5/5/2015 12:43,10400 ENLOE STREET,EL MONTE,CA,91733,560,TEM,"10400 ENLOE STREET
EL MONTE, CA 91733
(34.053666, -118.045247)",TEMPLE CITY STN,34.053666,-118.045247,9314,1
1000144,ANIMAL SHOOTING INCIDENT,4/3/2014 14:31,45000 15TH STREET WEST,LANCASTER,CA,93534,1125,LCS,"45000 15TH STREET WEST
LANCASTER, CA 93534
(34.701165, -118.15703)",LANCASTER STN,34.701165,-118.15703,26965,5
1000685,NON-HIT SHOOTING INCIDENT,2/10/2016 11:53,3600 EAST ELIZABETH STREET,COMPTON,CA,90221,2853,OSS,"3600 EAST ELIZABETH STREET
COMPTON, CA 90221
(33.888076, -118.20436)",OPERATION SAFE STREETS BUREAU,33.888076,-118.20436,24350,2
1000107,ANIMAL SHOOTING INCIDENT,11/6/2012 21:55,2700 E. DEL AMO BOULEVARD,COMPTON,CA,90221,1692,CSN,"2700 E. DEL AMO BOULEVARD
COMPTON, CA 90221
(33.846581, -118.214995)",CARSON STATION,33.846581,-118.214995,24350,2
1000221,UNINTENTIONAL DISCHARGE INCIDENT,1/4/2013 20:55,400 BAUCHET STREET,LOS ANGELES,CA,90012,5100,MCJ,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",MEN'S CENTRAL JAIL,34.058657,-118.233016,22728,1
1000465,HIT SHOOTING INCIDENT,10/27/2013 1:27,16400 WOODRUFF AVE.,BELLFLOWER,CA,90706,1337,LKD,"16400 WOODRUFF AVE.
BELLFLOWER, CA 90706
(33.88556, -118.117335)",LAKEWOOD STN,33.88556,-118.117335,26326,4
1000497,HIT SHOOTING INCIDENT,8/26/2014 13:04,12200 SANTA FE AVENUE,COMPTON,CA,90222,2116,CEN,"12200 SANTA FE AVENUE
COMPTON, CA 90222
(33.916817, -118.217536)",CENTURY STN,33.916817,-118.217536,24691,2
